component,pattern,column
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_decision__what_would_be_the_maximum_acceptable_cost_of_this_technology_or_measure_for_you_to_implement_or_contract_it_if_you_do_not_know_please_skip_this_question_1
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_decision__what_would_be_the_maximum_acceptable_cost_of_this_technology_or_measure_for_you_to_implement_or_contract_it_if_you_do_not_know_the_answer_please_skip_the_question
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_decision__which_of_the_following_technologies_or_energy_related_measures_are_you_most_interested_in_implementing_in_your_home_please_choose_the_one_you_find_most_relevant_to_your_personal_needs_regardless_of_cost_or_potential_savings_select_none_option_if_you_are_not_interested_in_any
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_decision__which_statement_best_describes_you_when_making_an_investment_decision_related_to_your_household
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__for_each_of_the_following_technologies_decisions_or_behaviours_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_do_you_feel_about_what_they_are_doing_when_you_observe_the_level_of_effort_your_peers_are_making_or_not_making_during_this_energy_crisis_in_their_own_homes_how_does_it_make_you_feel_change_energy_provider_or_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_do_you_feel_when_you_take_these_actions_when_you_take_or_consider_taking_personal_actions_to_reduce_your_energy_consumption_due_to_the_crisis_what_are_your_initial_feelings_change_energy_provider_or_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_would_you_feel_if_actions_are_imposed_on_you_if_the_government_legally_mandated_the_following_interventions_how_would_you_personally_feel_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_you_feel_about_what_they_are_doing_thinking_about_the_actions_you_previously_selected_what_is_your_primary_emotion_regarding_the_current_management_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__how_your_peers_would_feel_if_imposed_if_that_same_legal_mandate_were_imposed_how_do_you_think_your_peers_would_react_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_abandoning_climate_commitments_instantly_repealing_environmental_laws_to_heavily_subsidize_a_return_to_domestic_coal_mining_and_fast_track_fracking_across_europe_disregarding_local_environmental_protections
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_emergency_executive_powers_suspending_normal_parliamentary_and_democratic_voting_processes_to_grant_the_executive_branch_unilateral_power_to_enforce_energy_decrees_instantly_bypassing_public_debate
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__if_conventional_policies_fail_to_secure_enough_energy_to_prevent_severe_economic_collapse_or_widespread_freezing_during_the_winter_governments_may_consider_extreme_historically_controversial_measures_please_rate_your_level_of_support_for_the_european_union_or_your_national_government_implementing_the_following_policies_to_ensure_energy_survival_forced_nationalisation_of_energy_assets_the_government_seizing_private_energy_companies_refineries_and_storage_facilities_without_consent_to_force_them_to_operate_at_zero_profit_artificially_lowering_consumer_prices
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__on_a_scale_of_0_to_100_where_0_means_i_am_not_interested_in_energy_efficiency_at_all_and_100_means_i_am_interested_in_getting_the_highest_efficiency_in_my_home_even_if_the_actions_are_not_cost_effective_how_would_you_rate_your_energy_efficiency_goal
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_change_energy_provider_or_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__which_statement_best_describes_you_when_making_an_investment_decision_related_to_your_household
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_change_energy_provider_or_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_change_mobility_habits_use_the_car_less_more_public_transport_walking_or_cycling
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_installing_renewable_energy_solutions_at_home_e_g_solar_panels
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_join_an_energy_community_or_collective_self_consumption_scheme
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_others_not_listed_here
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_purchase_more_energy_efficient_appliances
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_reduce_electricity_consumption_at_home_lighting_appliances_etc
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_reduce_the_use_of_heating_or_air_conditioning
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_energy_crisis__why_your_peers_arent_doing_it_in_their_own_homes_what_do_you_believe_is_the_primary_reason_your_peers_are_not_doing_more_change_energy_provider_or_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__a_socially_responsible_tariff_can_encourage_better_habits_through_its_pricing_structure_which_of_these_approaches_do_you_find_most_ethical_please_select_all_that_apply
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__are_the_utility_bills_electricity_gas_etc_in_the_name_of_a_person_who_currently_lives_in_this_household
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__did_you_receive_a_government_subsidy_or_a_direct_discount_when_you_purchased_your_electric_vehicle
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__do_you_know_if_there_is_a_subsidy_scheme_in_your_country_and_what_are_the_conditions_to_apply_for_it
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__do_you_know_if_there_is_a_subsidy_scheme_in_your_country_and_what_are_the_conditions_to_apply_for_it_1
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__do_you_know_if_there_is_a_subsidy_scheme_in_your_country_and_what_are_the_conditions_to_apply_for_it_2
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__do_you_receive_any_financial_support_or_subsidies_to_help_pay_your_energy_bills_e_g_government_grants_social_discounts_or_heating_credits
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__do_you_think_there_should_be_a_subsidy_for_buying_an_electric_vehicle
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__do_you_think_there_should_be_a_subsidy_for_paying_energy_bills
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__do_you_think_there_should_be_a_subsidy_for_paying_transportation_needs
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__do_you_understand_your_electricity_and_gas_bills
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__for_each_of_the_following_technologies_decisions_or_behaviours_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__have_you_recently_last_year_had_problems_paying_any_bills
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_a_typical_year_approximately_how_much_did_your_household_spend_on_other_costs_related_to_private_motorized_transport_e_g_maintenance_insurance_etc
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_building_renovations_of_vulnerable_collectives
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_collective_energy_self_generation
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_district_heating_systems
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_energy_advisors
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_energy_cost_reduction_to_vulnerable_collectives
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_energy_retailers_social_activities
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_one_stop_shops
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_others
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_participation_in_energy_communities_of_vulnerable_groups
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_price_spikes
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_percent_research_and_innovation
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__on_a_scale_of_0_to_100_where_0_means_i_am_not_interested_in_energy_efficiency_at_all_and_100_means_i_am_interested_in_getting_the_highest_efficiency_in_my_home_even_if_the_actions_are_not_cost_effective_how_would_you_rate_your_energy_efficiency_goal
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__on_average_how_much_does_your_household_spend_on_electricity_per_month_if_you_do_not_have_an_electricity_bill_please_enter_0
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__on_average_how_much_is_your_electricity_bill_during_a_typical_summer_month_when_cooling_is_used_most_if_you_do_not_have_an_electricity_bill_please_enter_0
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__on_average_how_much_is_your_electricity_bill_during_a_typical_winter_month_when_heating_is_used_most_if_you_do_not_have_an_electricity_bill_please_enter_0
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__on_average_how_much_is_your_heating_bill_during_a_typical_summer_month_when_heating_is_not_used_if_you_do_not_have_a_heating_system_or_it_uses_electricity_please_enter_0
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__on_average_how_much_is_your_heating_bill_during_a_typical_winter_month_when_heating_is_used_most_if_you_do_not_have_a_heating_system_or_it_uses_electricity_please_enter_0
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__socially_responsible_tariffs_often_generate_a_social_surplus_extra_funds_that_are_reinvested_into_the_community_rather_than_kept_as_profit_who_should_decide_how_these_funds_are_spent
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_educational_activities
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_health_centre_or_clinic_appointments
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_hospital_appointments
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_house_of_parents_friends
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_job_opportunity_or_a_job_interview
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_long_trip
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_playground_or_green_areas
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_recreative_places_e_g_bar_restaurant_cafe_library_museum_public_sports_courts
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_regular_or_administrative_places_e_g_gym_church_cinema_theatre
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_short_trip
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_specific_shops
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_collective_responsibility_for_delays_in_providing_connection_to_the_grid_e_g_large_industries_and_power_plants
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_contributions_to_aid_funds_for_energy_efficiency_projects_for_citizens
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_contributions_to_aid_funds_for_industrial_energy_efficiency_projects
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_contributions_to_aid_funds_for_projects_ensuring_energy_sovereignty
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_contributions_to_research_funds_for_projects_related_to_the_energy_sector
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_cost_of_phasing_out_nuclear_or_coal_power_plants
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_distribution_network_charges_payments_made_to_maintain_and_operate_the_power_grid
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_energy_cost_subsidies_for_geographically_isolated_areas
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_energy_cost_subsidies_for_vulnerable_groups_often_referred_to_as_social_tariffs
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_incentives_to_promote_the_installation_of_renewable_energy_sources
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_network_expansion_cost_payment_to_ensure_new_industries_and_power_plants_could_connect_to_the_grid
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_others
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_subsidies_for_large_energy_consumers_to_remain_globally_competitive
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_subsidies_for_the_use_of_local_energy_sources_e_g_biomass_coal_gas_hydroelectric
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_of_the_following_statements_best_describes_your_preferences_when_choosing_an_electricity_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__which_statement_best_describes_you_when_making_an_investment_decision_related_to_your_household
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__who_is_the_account_holder_for_the_bills
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,rv_poverty__would_you_be_interested_in_switching_your_utility_contract_to_a_socially_responsible_tariff
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__ab_i_make_investment_decisions_that_lead_to_my_increased_status_and_i_can_show_others_what_i_achieved_id119
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__b_access_to_funding_my_own_savings_deductions_exemptions_and_or_credits_is_the_main_factor_that_allows_hinders_me_to_make_an_investment_decision_id99
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__c_the_evaluation_of_the_risks_of_my_investment_s_is_what_will_always_guide_my_final_decision_id100
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__e_i_am_a_thrifty_person_so_i_only_invest_in_actions_that_allow_me_to_reduce_my_cost_impact_expenditures_id2
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__electric_cars_allow_you_to_save_substantial_energy_even_more_than_2000_per_year_in_some_cases_this_means_that_in_a_couple_of_years_the_electric_car_will_pay_it_extra_costs_only_with_the_energy_saved_in_how_many_years_does_the_electric_car_need_to_pay_back_its_extra_cost_for_you_to_invest_in_it_id291
