"","survey","variable","question"
"391","poverty","when_you_are_home_and_awake_during_the_summer_what_temperature_do_you_try_to_maintain_in_your_home_to_feel_comfortable_if_you_don_t_use_air_conditioning_please_estimate_the_temperature_at_which_you_start_to_feel_too_hot","When you are home and awake during the summer, what temperature do you try to maintain in your home to feel comfortable?"" (If you don't use air conditioning, please estimate the temperature at which you start to feel 'too hot'.)"
"392","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_only_used_rooms_with_direct_no_direct_sun_exposure","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We only used rooms with direct / no direct sun exposure."
"393","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_heated_cooled_only_one_room","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We heated / cooled only one room."
"394","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_spent_as_much_time_as_possible_outside_the_home_e_g_sitting_in_libraries_staying_longer_at_work","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We spent as much time as possible outside the home (e.g. sitting in libraries, staying longer at work)."
"395","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_do_avoid_physical_activity_to_heat_prevent_overheating","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We do / avoid physical activity to heat / prevent overheating."
"396","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_dressed_warmer_lightly","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We dressed warmer / lightly."
"397","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_spent_more_time_in_bed_going_to_bed_early_or_taking_a_nap","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We spent more time in bed (going to bed early or taking a nap)."
"398","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_used_portable_heating_like_a_table_with_a_heater_cooling_like_a_portable_fan_systems","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We used portable heating (like a table with a heater) / cooling (like a portable fan) systems."
"399","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_ventilated_very_often_very_little","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We ventilated very often / very little."
"400","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_lowered_opened_the_blinds_during_daylight_hours","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We lowered / opened the blinds during daylight hours."
"401","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_used_hot_cold_water_bottles","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We used hot / cold water bottles."
"402","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_drank_hot_cold_beverages","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We drank hot / cold beverages."
"403","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_avoided_certain_times_of_day_for_activities_outside_the_home","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We avoided certain times of day for activities outside the home."
"404","poverty","what_strategies_did_you_use_to_keep_yourself_comfortable_at_home_during_the_last_year_please_select_all_that_apply_we_increase_shower_time_to_feel_comfortable","What strategies did you use to keep yourself comfortable at home during the last year? Please select all that apply.: We increase shower time to feel comfortable."
"405","poverty","which_of_these_energy_consumption_reduction_strategies_did_you_use_last_year_please_select_all_that_apply","Which of these energy consumption reduction strategies did you use last year? Please select all that apply."
"406","poverty","please_follow_the_instruction_below_when_selecting_your_answer_select_0","Please follow the instruction below when selecting your answer. Select 0."
"407","poverty","do_the_members_of_your_household_currently_receive_regular_monetary_income_from_any_of_the_following_sources_please_select_all_that_apply","Do the members of your household currently receive regular monetary income from any of the following sources? Please select all that apply."
"408","poverty","what_is_approximately_the_current_total_net_monthly_income_of_your_household_please_include_from_all_sources_selected_above","What is approximately the current total net monthly income of your household? Please include from all sources selected above."
"409","poverty","how_difficult_is_it_for_you_to_make_ends_meet","How difficult is it for you to make ends meet?"
"410","poverty","have_you_recently_last_year_had_problems_paying_any_bills","Have you recently (last year) had problems paying any bills?"
"411","poverty","are_the_utility_bills_electricity_gas_etc_in_the_name_of_a_person_who_currently_lives_in_this_household","Are the utility bills (electricity, gas, etc.) in the name of a person who currently lives in this household?"
"412","poverty","who_is_the_account_holder_for_the_bills","Who is the account holder for the bills?"
"413","poverty","do_you_understand_your_electricity_and_gas_bills","Do you understand your electricity and gas bills?"
"414","poverty","on_average_how_much_does_your_household_spend_on_electricity_per_month_if_you_do_not_have_an_electricity_bill_please_enter_0","On average, how much does your household spend on electricity per month? If you do not have an electricity bill, please enter 0."
"415","poverty","on_average_how_much_is_your_electricity_bill_during_a_typical_winter_month_when_heating_is_used_most_if_you_do_not_have_an_electricity_bill_please_enter_0","On average, how much is your electricity bill during a typical winter month (when heating is used most)? If you do not have an electricity bill, please enter 0."
"416","poverty","on_average_how_much_is_your_electricity_bill_during_a_typical_summer_month_when_cooling_is_used_most_if_you_do_not_have_an_electricity_bill_please_enter_0","On average, how much is your electricity bill during a typical summer month (when cooling is used most)? If you do not have an electricity bill, please enter 0."
"417","poverty","which_of_the_following_statements_best_describes_your_preferences_when_choosing_an_electricity_tariff","Which of the following statements best describes your preferences when choosing an electricity tariff?"
"418","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_distribution_network_charges_payments_made_to_maintain_and_operate_the_power_grid","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Distribution network charges (payments made to maintain and operate the power grid)."
"419","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_network_expansion_cost_payment_to_ensure_new_industries_and_power_plants_could_connect_to_the_grid","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Network expansion cost (payment to ensure new industries and power plants could connect to the grid)."
"420","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_incentives_to_promote_the_installation_of_renewable_energy_sources","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Incentives to promote the installation of renewable energy sources."
"421","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_energy_cost_subsidies_for_vulnerable_groups_often_referred_to_as_social_tariffs","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Energy cost subsidies for vulnerable groups (often referred to as 'social tariffs')."
"422","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_energy_cost_subsidies_for_geographically_isolated_areas","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Energy cost subsidies for geographically isolated areas."
"423","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_collective_responsibility_for_delays_in_providing_connection_to_the_grid_e_g_large_industries_and_power_plants","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Collective responsibility for delays in providing connection to the grid (e.g. large industries and power plants)."
"424","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_cost_of_phasing_out_nuclear_or_coal_power_plants","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Cost of phasing out nuclear or coal power plants."
"425","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_subsidies_for_the_use_of_local_energy_sources_e_g_biomass_coal_gas_hydroelectric","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Subsidies for the use of local energy sources (e.g. biomass, coal, gas, hydroelectric)."
"426","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_subsidies_for_large_energy_consumers_to_remain_globally_competitive","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Subsidies for large energy consumers to remain globally competitive."
"427","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_contributions_to_aid_funds_for_industrial_energy_efficiency_projects","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Contributions to aid funds for industrial energy efficiency projects."
"428","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_contributions_to_aid_funds_for_energy_efficiency_projects_for_citizens","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Contributions to aid funds for energy efficiency projects for citizens."
"429","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_contributions_to_aid_funds_for_projects_ensuring_energy_sovereignty","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Contributions to aid funds for projects ensuring energy sovereignty."
"430","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_contributions_to_research_funds_for_projects_related_to_the_energy_sector","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Contributions to research funds for projects related to the energy sector."
"431","poverty","which_of_the_following_costs_should_be_paid_for_by_all_energy_users_in_their_bills_and_which_should_be_covered_by_all_the_population_through_general_taxes_thers","Which of the following costs should be paid for by all energy users in their bills, and which should be covered by all the population through general taxes?: Οthers."
"432","poverty","would_you_be_interested_in_switching_your_utility_contract_to_a_socially_responsible_tariff","Would you be interested in switching your utility contract to a socially responsible tariff?"
"433","poverty","a_socially_responsible_tariff_can_encourage_better_habits_through_its_pricing_structure_which_of_these_approaches_do_you_find_most_ethical_please_select_all_that_apply","A socially responsible tariff can encourage better habits through its pricing structure. Which of these approaches do you find most ethical? Please select all that apply."
"434","poverty","socially_responsible_tariffs_often_generate_a_social_surplus_extra_funds_that_are_reinvested_into_the_community_rather_than_kept_as_profit_who_should_decide_how_these_funds_are_spent","Socially responsible tariffs often generate a 'social surplus'—extra funds that are reinvested into the community rather than kept as profit. Who should decide how these funds are spent?"
"435","poverty","towards_what_socially_responsible_actions_should_these_surpluses_be_used","Towards what socially responsible actions should these surpluses be used?"
"436","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_collective_energy_self_generation","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: Collective energy self-generation"
"437","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_district_heating_systems","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: District heating systems"
"438","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_energy_advisors","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: Energy advisors"
"439","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_research_and_innovation","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: Research and Innovation"
"440","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_one_stop_shops","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: One stop shops"
"441","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_energy_retailer_s_social_activities","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: Energy retailer's social activities"
"442","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_building_renovations_of_vulnerable_collectives","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: Building renovations of vulnerable collectives"
"443","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_participation_in_energy_communities_of_vulnerable_groups","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: Participation in energy communities of vulnerable groups"
"444","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_price_spikes","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: Price spikes"
"445","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_energy_cost_reduction_to_vulnerable_collectives","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: Energy cost reduction to vulnerable collectives"
"446","poverty","in_the_previous_question_you_indicated_that_the_tariff_should_generate_some_surplus_how_would_you_distribute_it_among_the_different_options_you_selected_please_answer_in_percentages_so_that_the_total_is_100_others","In the previous question, you indicated that the tariff should generate some surplus. How would you distribute it among the different options you selected? Please answer in percentages so that the total is 100%.: Others"
"447","poverty","on_average_how_much_does_your_household_spend_on_heating_per_month_e_g_gas_or_fuel_purchase_if_you_do_not_have_a_heating_system_or_it_uses_electricity_please_enter_0","On average, how much does your household spend on heating per month? (e.g. gas, or fuel purchase) If you do not have a heating system or it uses electricity, please enter 0."
"448","poverty","on_average_how_much_is_your_heating_bill_during_a_typical_winter_month_when_heating_is_used_most_if_you_do_not_have_a_heating_system_or_it_uses_electricity_please_enter_0","On average, how much is your heating bill during a typical winter month (when heating is used most)? If you do not have a heating system or it uses electricity, please enter 0."
"449","poverty","on_average_how_much_is_your_heating_bill_during_a_typical_summer_month_when_heating_is_not_used_if_you_do_not_have_a_heating_system_or_it_uses_electricity_please_enter_0","On average, how much is your heating bill during a typical summer month (when heating is not used)? If you do not have a heating system or it uses electricity, please enter 0."
"450","poverty","do_you_think_you_pay_too_much_for_energy","Do you think you pay too much for energy?"
"451","poverty","do_you_receive_any_financial_support_or_subsidies_to_help_pay_your_energy_bills_e_g_government_grants_social_discounts_or_heating_credits","Do you receive any financial support or subsidies to help pay your energy bills? (e.g., government grants, social discounts, or heating credits)."
"452","poverty","do_you_know_if_there_is_a_subsidy_scheme_in_your_country_and_what_are_the_conditions_to_apply_for_it","Do you know if there is a subsidy scheme in your country and what are the conditions to apply for it?"
"453","poverty","do_you_think_there_should_be_a_subsidy_for_paying_energy_bills","Do you think there should be a subsidy for paying energy bills?"
"454","poverty","why_not","Why not?"
"455","poverty","what_characteristics_should_it_have_please_select_up_the_three_most_important_for_you","What characteristics should it have? Please select up the three most important for you."
"456","poverty","please_indicate_the_number_of_vehicles_you_have_at_your_household_by_type_electric_vehicle","Please indicate the number of vehicles you have at your household, by type.: Electric vehicle"
"457","poverty","please_indicate_the_number_of_vehicles_you_have_at_your_household_by_type_plug_in_hybrid_vehicle","Please indicate the number of vehicles you have at your household, by type.: Plug-in hybrid vehicle"
"458","poverty","please_indicate_the_number_of_vehicles_you_have_at_your_household_by_type_petrol_or_diesel_vehicle","Please indicate the number of vehicles you have at your household, by type.: Petrol or diesel vehicle"
"459","poverty","please_indicate_the_number_of_vehicles_you_have_at_your_household_by_type_motorcycle_scooter","Please indicate the number of vehicles you have at your household, by type.: Motorcycle / scooter"
"460","poverty","please_indicate_the_number_of_vehicles_you_have_at_your_household_by_type_electric_bicycle","Please indicate the number of vehicles you have at your household, by type.: Electric bicycle"
"461","poverty","please_indicate_the_number_of_vehicles_you_have_at_your_household_by_type_bicycle","Please indicate the number of vehicles you have at your household, by type.: Bicycle"
"462","poverty","please_indicate_the_number_of_vehicles_you_have_at_your_household_by_type_electric_scooter_e_scooter","Please indicate the number of vehicles you have at your household, by type.: Electric scooter (e-scooter)"
"463","poverty","where_do_you_usually_park_your_car_private_garage_plot_in_my_own_building","Where do you usually park your car?: Private garage/plot in my own building."
"464","poverty","where_do_you_usually_park_your_car_private_garage_plot_in_a_different_building","Where do you usually park your car?: Private garage/plot in a different building."
"465","poverty","where_do_you_usually_park_your_car_public_municipal_car_park","Where do you usually park your car?: Public/Municipal car park."
"466","poverty","where_do_you_usually_park_your_car_private_outdoor_parking_on_the_property","Where do you usually park your car?: Private outdoor parking on the property."
"467","poverty","where_do_you_usually_park_your_car_on_the_street","Where do you usually park your car?: On the street."
"468","poverty","where_do_you_usually_park_your_car_at_my_workplace","Where do you usually park your car?: At my workplace."
"469","poverty","where_do_you_usually_park_your_car_i_use_my_car_for_work","Where do you usually park your car?: I use my car for work."
"470","poverty","in_a_typical_month_how_much_does_your_household_spend_on_public_transport_e_g_metro_bus_train","In a typical month, how much does your household spend on public transport (e.g. metro, bus, train)?"
"471","poverty","in_a_typical_month_how_much_does_your_household_spend_on_private_motorized_transport_e_g_fuels_tolls_parking","In a typical month, how much does your household spend on private motorized transport (e.g. fuels, tolls, parking)?"
"472","poverty","in_a_typical_year_approximately_how_much_did_your_household_spend_on_other_costs_related_to_private_motorized_transport_e_g_maintenance_insurance_etc","In a typical year, approximately how much did your household spend on other costs related to private motorized transport (e.g. maintenance, insurance, etc.)?"
"473","poverty","do_you_think_you_pay_too_much_for_transportation","Do you think you pay too much for transportation?"
"474","poverty","do_you_currently_receive_any_form_of_financial_assistance_or_reduced_fares_for_public_transportation","Do you currently receive any form of financial assistance or reduced fares for public transportation?"
"475","poverty","do_you_know_if_there_is_a_subsidy_scheme_in_your_country_and_what_are_the_conditions_to_apply_for_it_1","Do you know if there is a subsidy scheme in your country and what are the conditions to apply for it?"
"476","poverty","do_you_think_there_should_be_a_subsidy_for_paying_transportation_needs","Do you think there should be a subsidy for paying transportation needs?"
"477","poverty","why","Why?"
"478","poverty","what_characteristics_should_it_have_please_select_all_that_apply","What characteristics should it have? Please select all that apply."
"479","poverty","did_you_receive_a_government_subsidy_or_a_direct_discount_when_you_purchased_your_electric_vehicle","Did you receive a government subsidy or a direct discount when you purchased your electric vehicle?"
"480","poverty","do_you_know_if_there_is_a_subsidy_scheme_in_your_country_and_what_are_the_conditions_to_apply_for_it_2","Do you know if there is a subsidy scheme in your country and what are the conditions to apply for it?"
"481","poverty","do_you_think_there_should_be_a_subsidy_for_buying_an_electric_vehicle","Do you think there should be a subsidy for buying an electric vehicle?"
"482","poverty","why_1","Why?"
"483","poverty","what_characteristics_should_it_have","What characteristics should it have?"
"484","poverty","do_you_regularly_use_any_form_of_vehicle_sharing_or_vehicle_pooling","Do you regularly use any form of vehicle sharing or vehicle pooling?"
"485","poverty","are_there_any_vehicle_sharing_or_vehicle_pooling_options_in_your_region","Are there any vehicle sharing or vehicle pooling options in your region?"
"486","poverty","what_characteristics_should_it_have_for_you_to_use_it","What characteristics should it have for you to use it?"
"487","poverty","to_what_extent_do_you_agree_with_the_following_statement_my_household_depends_on_the_car_to_carry_out_most_of_its_daily_activities","To what extent do you agree with the following statement: ""My household depends on the car to carry out most of its daily activities""?"
"488","poverty","do_you_need_to_use_a_car_for_specific_reasons_please_select_all_that_apply","Do you need to use a car for specific reasons? Please select all that apply."
"489","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_house_of_parents_friends","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: House of parents / friends"
"490","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_workplace","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Workplace"
"491","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_nursery_elementary_or_secondary_schools","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Nursery, elementary or secondary schools"
"492","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_transport_stops_e_g_bus_metro_subway_underground_railway","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Transport stops (e.g. bus, metro, subway / underground, railway)"
"493","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_long_distance_station_bus_railway_or_airport","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Long distance station (bus, railway or airport)"
"494","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_neighbourhood_store","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Neighbourhood store"
"495","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_shopping_centre","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Shopping centre"
"496","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_regular_places_e_g_gym_church_cinema_theatre","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Regular places (e.g. gym, church, cinema, theatre)"
"497","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_recreative_places_e_g_bar_restaurant_cafe_library_museum_public_sports_courts","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Recreative places (e.g. bar, restaurant, cafe, library, museum, public sports courts)"
"498","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_playground_or_green_areas","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Playground or green areas"
"499","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_hospital","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Hospital"
"500","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_health_centre_or_clinics","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Health centre or clinics"
"501","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_administrative_places_e_g_city_or_community_hall_police_station_post_office_fire_station","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: Administrative places (e.g. city or community hall, police station, post office, fire station)"
"502","poverty","how_do_you_usually_reach_each_of_the_following_services_please_answer_considering_your_current_location_under_the_usual_weather_and_traffic_situation_university","How do you usually reach each of the following services? Please answer considering your current location under the usual weather and traffic situation.: University"
"503","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_house_of_parents_friends","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: House of parents/friends"
"504","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_job_opportunity_or_a_job_interview","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Job opportunity or a job interview"
"505","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_educational_activities","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Educational activities"
"506","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_short_trip","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Short trip"
"507","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_long_trip","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Long trip"
"508","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_specific_shops","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Specific shops"
"509","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_regular_or_administrative_places_e_g_gym_church_cinema_theatre","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Regular or administrative places (e.g. gym, church, cinema, theatre)"
"510","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_recreative_places_e_g_bar_restaurant_cafe_library_museum_public_sports_courts","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Recreative places (e.g. bar, restaurant, cafe, library, museum, public sports courts)"
"511","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_playground_or_green_areas","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Playground or green areas"
"512","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_hospital_appointments","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Hospital appointments."
